1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00
7.194516666089149082e-01 6.982330861372215702e-01 6.764768298284893344e-01 6.548126080076551725e-01 6.335793243397531693e-01 6.136052230859956325e-01 5.956264885646308516e-01 5.796604118508005277e-01 5.663939321247126735e-01 5.555891207141836485e-01 5.470805571287609137e-01 5.406733222254752613e-01 5.362134798903409605e-01 5.335850026136027546e-01 5.327166873115125600e-01
4.552122428106776253e-01 4.287108598970259532e-01 4.029045504949206880e-01 3.784757541181752449e-01 3.556750128196964900e-01 3.351999046971276264e-01 3.175372873901963211e-01 3.024344970100127927e-01 2.902844229158825229e-01 2.806470800596438386e-01 2.732161820408970376e-01 2.677103454898910884e-01 2.639226880930565233e-01 2.617073580358595386e-01 2.609782726521710505e-01
2.903599979412483378e-01 2.677224940137633014e-01 2.463391678878791291e-01 2.266831024725272925e-01 2.088531543848108907e-01 1.932753692229990106e-01 1.801734028962992673e-01 1.692203470828341216e-01 1.605769756803327175e-01 1.538280883763980811e-01 1.486889394969205802e-01 1.449173715363528681e-01 1.423406463930878552e-01 1.408403073909794134e-01 1.403476187395878427e-01
1.927647827313646312e-01 1.751278986559982043e-01 1.588023417199179166e-01 1.440920288901472723e-01 1.310097152547532451e-01 1.197964479053183207e-01 1.105292626284996166e-01 1.029007391137121835e-01 9.695861703943035870e-02 9.236722107309072727e-02 8.889957674592380288e-02 8.637050909380540598e-02 8.465036074771761787e-02 8.365165994497081314e-02 8.332416453599769679e-02
1.336675711365042651e-01 1.201898984060726649e-01 1.078932469057761329e-01 9.697204056291561236e-02 8.739846541618574716e-02 7.930523616597581760e-02 7.269930611004141174e-02 6.731955462883240648e-02 6.316603755074692850e-02 5.997908860241338985e-02 5.758516520313006204e-02 5.584627019776436385e-02 5.466696590493286267e-02 5.398353817576936886e-02 5.375962964463274624e-02
9.647753295648237026e-02 8.612582324531933842e-02 7.678050167321970321e-02 6.856852517414779857e-02 6.144602303260231907e-02 5.548497857637568753e-02 5.066219838199410852e-02 4.676375150785140600e-02 4.377190735382923553e-02 4.148696257875961885e-02 3.977666203362888175e-02 3.853758181373509450e-02 3.769879245721183963e-02 3.721326757075538172e-02 3.705428750278115524e-02
7.211601434999700966e-02 6.405359676522617840e-02 5.683178378874521181e-02 5.053607868034224598e-02 4.511856978540797203e-02 4.061750264991729337e-02 3.699869543179306469e-02 3.408849951004486178e-02 3.186411515188426052e-02 3.017051897820243953e-02 2.890575925160706119e-02 2.799099638317098862e-02 2.737247172222408501e-02 2.701470732477122966e-02 2.689760261468850805e-02
5.554744084727966658e-02 4.916212942459483037e-02 4.347602379826671221e-02 3.854872906483419043e-02 3.433372889314841025e-02 3.085044355077884090e-02 2.806242302734080624e-02 2.582832529981183081e-02 2.412538011438145405e-02 2.283142797020804721e-02 2.186655487749093393e-02 2.116943345935104123e-02 2.069841288638045798e-02 2.042609138042764463e-02 2.033697366603868031e-02
4.389174705724362829e-02 3.874842828549019541e-02 3.418865277492805915e-02 3.025541618676249808e-02 2.690576807111986352e-02 2.414853476852187042e-02 2.194872572373307226e-02 2.019035062152597926e-02 1.885251177734237338e-02 1.783734227457693319e-02 1.708107805708217880e-02 1.653504440909983608e-02 1.616627608242454314e-02 1.595313167784552857e-02 1.588338909923524972e-02
