1.962858593641847005e+00 2.029396340240089192e+00 2.098270563346556816e+00 2.169322325958483955e+00 2.241157559689079815e+00 2.311249405838738724e+00 2.377140265092214211e+00 2.437059384449502542e+00 2.489717022084235509e+00 2.534552379049658022e+00 2.571254547245738653e+00 2.599776772038977057e+00 2.620105892991292151e+00 2.632280740610140057e+00 2.636334679146732807e+00
1.756436812727329100e+00 1.785405891078628571e+00 1.811611631884068041e+00 1.835286337052802086e+00 1.855826070577018427e+00 1.873008589495249065e+00 1.887092642633990458e+00 1.898021126002301662e+00 1.907005955481203996e+00 1.914226952924827252e+00 1.919915552498693279e+00 1.924225820957210731e+00 1.927248336813260243e+00 1.929042115339774099e+00 1.929636789702798616e+00
1.586919137169592098e+00 1.599326617415213869e+00 1.608777184469310395e+00 1.615685363531579766e+00 1.619866659901611161e+00 1.621772061290025713e+00 1.622174190967662355e+00 1.621273184226029285e+00 1.620308060419322960e+00 1.619368494957387217e+00 1.618574802158069259e+00 1.617962594084115580e+00 1.617534804188771824e+00 1.617284382731656978e+00 1.617201988906411092e+00
1.471403381761452023e+00 1.476782465489987706e+00 1.479470663252402174e+00 1.479896795552566369e+00 1.478086193803509252e+00 1.474711534937127144e+00 1.470636020176653513e+00 1.466103691460190372e+00 1.462173785843839058e+00 1.458864747547256480e+00 1.456221912102223515e+00 1.454222046134061808e+00 1.452828999592775894e+00 1.452009138620162343e+00 1.451738523088681454e+00
1.391370940874071982e+00 1.393338131393244250e+00 1.392848303370239238e+00 1.390331349859682097e+00 1.385947542911043717e+00 1.380451673719869321e+00 1.374693462255362153e+00 1.368911819450048695e+00 1.363998831361800335e+00 1.359930026865692865e+00 1.356707088669838690e+00 1.354277828308636744e+00 1.352588549161044984e+00 1.351594647940371097e+00 1.351266615591538711e+00
1.333533843433370558e+00 1.333627878623510732e+00 1.331448574496373771e+00 1.327434628282549101e+00 1.321840446364959565e+00 1.315446001266815435e+00 1.309056154245933579e+00 1.302889618716247533e+00 1.297702367176890359e+00 1.293442324561302703e+00 1.290083874382490059e+00 1.287559249931067740e+00 1.285806248707190402e+00 1.284775516568779086e+00 1.284435427292594634e+00
1.290050282519656699e+00 1.289012785154739715e+00 1.285853112393299913e+00 1.281024836628033681e+00 1.274849174942009888e+00 1.268103595230778202e+00 1.261538565241383747e+00 1.255347777567508594e+00 1.250177435334193010e+00 1.245956437350982382e+00 1.242640947050556166e+00 1.240154305440821503e+00 1.238430095988019009e+00 1.237417038700161731e+00 1.237082897940117832e+00
1.256258735086333456e+00 1.254486429553973714e+00 1.250723391670115481e+00 1.245440443943647058e+00 1.239005724001878805e+00 1.232179323653203928e+00 1.225655689072131072e+00 1.219602611314063001e+00 1.214576861119403661e+00 1.210493651068032861e+00 1.207296489480470525e+00 1.204903580600985569e+00 1.203246596718009043e+00 1.202273781620382564e+00 1.201953032252507603e+00
1.229277085561313099e+00 1.227001065298756410e+00 1.222853306389017680e+00 1.217321546275437427e+00 1.210805825671513070e+00 1.204040522381116363e+00 1.197665636194453320e+00 1.191823902779894251e+00 1.186998302066134769e+00 1.183094007872721010e+00 1.180045575605973562e+00 1.177768386910954979e+00 1.176193562473595744e+00 1.175269685523304464e+00 1.174965183956703463e+00
1.207246910743469792e+00 1.204611593332876485e+00 1.200215022279744970e+00 1.194559888174425266e+00 1.188066606289455596e+00 1.181439205066073583e+00 1.175266162233966627e+00 1.169666783324347481e+00 1.165062460162602953e+00 1.161350989271387801e+00 1.158460584888070022e+00 1.156305328625555351e+00 1.154816646613818776e+00 1.153943948613672443e+00 1.153656418304466857e+00
