 ttp, ttx, deel, nx
   1.0000000000000000        0.0000000000000000        0.0000000000000000            10001
  -8.100000   0.000000
  -8.000000   0.000000
  -7.900000   0.004043
  -7.800000   0.005772
  -7.700000   0.007138
  -7.600000   0.008323
  -7.500000   0.009397
  -7.400000   0.010397
  -7.300000   0.011343
  -7.200000   0.012250
  -7.100000   0.013127
  -7.000000   0.013982
  -6.900000   0.014819
  -6.800000   0.015643
  -6.700000   0.016458
  -6.600000   0.017266
  -6.500000   0.018070
  -6.400000   0.018872
  -6.300000   0.019674
  -6.200000   0.020477
  -6.100000   0.021284
  -6.000000   0.022095
  -5.900000   0.022911
  -5.800000   0.023735
  -5.700000   0.024567
  -5.600000   0.025409
  -5.500000   0.026261
  -5.400000   0.027126
  -5.300000   0.028003
  -5.200000   0.028894
  -5.100000   0.029801
  -5.000000   0.030725
  -4.900000   0.031666
  -4.800000   0.032627
  -4.700000   0.033609
  -4.600000   0.034612
  -4.500000   0.035639
  -4.400000   0.036691
  -4.300000   0.037770
  -4.200000   0.038878
  -4.100000   0.040016
  -4.000000   0.041186
  -3.900000   0.042391
  -3.800000   0.043634
  -3.700000   0.044916
  -3.600000   0.046240
  -3.500000   0.047610
  -3.400000   0.049028
  -3.300000   0.050499
  -3.200000   0.052025
  -3.100000   0.053612
  -3.000000   0.055264
  -2.900000   0.056986
  -2.800000   0.058785
  -2.700000   0.060665
  -2.600000   0.062636
  -2.500000   0.064705
  -2.400000   0.066881
  -2.300000   0.069176
  -2.200000   0.071599
  -2.100000   0.074167
  -2.000000   0.076894
  -1.900000   0.079800
  -1.800000   0.082906
  -1.700000   0.086238
  -1.600000   0.089826
  -1.500000   0.093709
  -1.400000   0.097932
  -1.300000   0.102550
  -1.200000   0.107636
  -1.100000   0.113280
  -1.000000   0.119601
  -0.900000   0.126757
  -0.800000   0.134967
  -0.700000   0.144544
  -0.600000   0.155957
  -0.500000   0.169949
  -0.400000   0.187805
  -0.300000   0.212010
  -0.200000   0.248395
  -0.100000   0.316739
  -0.000000   0.316739
   0.100000   0.316739
   0.200000   0.248395
   0.300000   0.212010
   0.400000   0.187805
   0.500000   0.169949
   0.600000   0.155957
   0.700000   0.144544
   0.800000   0.134967
   0.900000   0.126757
   1.000000   0.119601
   1.100000   0.113280
   1.200000   0.107636
   1.300000   0.102550
   1.400000   0.097932
   1.500000   0.093709
   1.600000   0.089826
   1.700000   0.086238
   1.800000   0.082906
   1.900000   0.079800
   2.000000   0.076894
   2.100000   0.074167
   2.200000   0.071599
   2.300000   0.069176
   2.400000   0.066881
   2.500000   0.064705
   2.600000   0.062636
   2.700000   0.060665
   2.800000   0.058785
   2.900000   0.056986
   3.000000   0.055264
   3.100000   0.053612
   3.200000   0.052025
   3.300000   0.050499
   3.400000   0.049028
   3.500000   0.047610
   3.600000   0.046240
   3.700000   0.044916
   3.800000   0.043634
   3.900000   0.042391
   4.000000   0.041186
   4.100000   0.040016
   4.200000   0.038878
   4.300000   0.037770
   4.400000   0.036691
   4.500000   0.035639
   4.600000   0.034612
   4.700000   0.033609
   4.800000   0.032627
   4.900000   0.031666
   5.000000   0.030725
   5.100000   0.029801
   5.200000   0.028894
   5.300000   0.028003
   5.400000   0.027126
   5.500000   0.026261
   5.600000   0.025409
   5.700000   0.024567
   5.800000   0.023735
   5.900000   0.022911
   6.000000   0.022095
   6.100000   0.021284
   6.200000   0.020477
   6.300000   0.019674
   6.400000   0.018872
   6.500000   0.018070
   6.600000   0.017266
   6.700000   0.016458
   6.800000   0.015643
   6.900000   0.014819
   7.000000   0.013982
   7.100000   0.013127
   7.200000   0.012250
   7.300000   0.011343
   7.400000   0.010397
   7.500000   0.009397
   7.600000   0.008323
   7.700000   0.007138
   7.800000   0.005772
   7.900000   0.004043
   8.000000   0.000000
   8.100000   0.000000
