1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
9.332749026189376407e-01 8.470678873167098999e-01 7.629524761500747765e-01 7.181254951361151218e-01 6.954371245431890669e-01 6.845363524664802579e-01 6.808604996352463079e-01 6.822876214021340591e-01 6.881071147700066337e-01 6.987762914661177494e-01 7.161302996333912541e-01 7.433980121356278392e-01 7.835891829634492600e-01 8.330465325578176872e-01 8.816007992416000638e-01 9.232989746343616133e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
8.240169579540237432e-01 6.465753525952446790e-01 5.092609851668348231e-01 4.472002779270992101e-01 4.183155377771778927e-01 4.049879859230204326e-01 4.005596675945160001e-01 4.022541326200799738e-01 4.092788160791116514e-01 4.224366809412316015e-01 4.445945187028685908e-01 4.813854430338218027e-01 5.403844741412504593e-01 6.217530078712507624e-01 7.125950448823765715e-01 8.011308677630535335e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
7.016511446473765456e-01 4.750954841759509328e-01 3.348653091911624746e-01 2.796644955331621385e-01 2.555054464887785981e-01 2.446479819762798213e-01 2.410550953424224763e-01 2.423793398156274537e-01 2.480219805582626613e-01 2.587722370868446586e-01 2.773351601198100203e-01 3.094336948383037966e-01 3.644169765837617647e-01 4.479519739942604550e-01 5.529722728336674553e-01 6.691255407329509408e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
5.859986972812764039e-01 3.486143042190723573e-01 2.263663081233100449e-01 1.828957460295911608e-01 1.646467183918072785e-01 1.565811310547449431e-01 1.539130629826584717e-01 1.548600289483913484e-01 1.589998490066421299e-01 1.669831919593231240e-01 1.810050407700683761e-01 2.059333959158206884e-01 2.506721165614796965e-01 3.237186041281857052e-01 4.246005977411367316e-01 5.487565121571800208e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
4.856705996122476221e-01 2.594573401874588070e-01 1.589174374644087007e-01 1.257180932488550784e-01 1.121688478310910869e-01 1.062441762173483434e-01 1.042824614566246894e-01 1.049566035539679643e-01 1.079669526918221739e-01 1.138214623258704677e-01 1.242229121271270498e-01 1.430675654246189588e-01 1.780151175951426856e-01 2.381856550884376700e-01 3.275765850980420502e-01 4.476059169495740231e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
4.023163029051943784e-01 1.969482295332882771e-01 1.158109102057898465e-01 9.042240935088741161e-02 8.025599766203643515e-02 7.584053756641680188e-02 7.437644478839026962e-02 7.486653065045685562e-02 7.709233585428008906e-02 8.144630879335275353e-02 8.924111596423535409e-02 1.035442743618879002e-01 1.306845211865988454e-01 1.792727361995116175e-01 2.556680339854669470e-01 3.657978437214194356e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
3.344732678579544483e-01 1.526551935364907076e-01 8.728216927500727362e-02 6.760713745876308078e-02 5.982762163185291471e-02 5.646294354855865144e-02 5.534552535830313674e-02 5.571179422804173331e-02 5.739756373573482590e-02 6.070828896567521255e-02 6.666519441239690535e-02 7.768889301777547052e-02 9.894079153361437506e-02 1.380889948859304606e-01 2.024124723455016928e-01 3.006888148132021432e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
2.797069015106200540e-01 1.207336140061738144e-01 6.772863915682948710e-02 5.221551809764555380e-02 4.613232973940228215e-02 4.350789643349668029e-02 4.263498029310293369e-02 4.291636968884701697e-02 4.422508766494964716e-02 4.680230446722610793e-02 5.145453890124095792e-02 6.011183006245262445e-02 7.698385545543005859e-02 1.087148886275761395e-01 1.626594237253432274e-01 2.491014546323237489e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
2.355559642137469156e-01 9.728516337424583660e-02 5.388374246327600620e-02 4.143176398560657198e-02 3.657504335603330853e-02 3.448272006733413275e-02 3.378580249275948272e-02 3.400749234128799120e-02 3.504707912664729863e-02 3.709812383303833644e-02 4.080827377405390338e-02 4.773728274769407920e-02 6.134063257982665801e-02 8.730942943325631367e-02 1.326338936678854996e-01 2.081572743215401033e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
